Timestamp,Detected Label
2024-12-08 20:05:40,paint: 1.15
2024-12-08 20:05:40,folder: 1.10
2024-12-08 20:05:40,sheet: 1.09
2024-12-08 20:05:40,paint brush: 1.06
2024-12-08 20:05:40,triangle: 1.05
2024-12-08 20:05:40,american flag: 1.05
2024-12-08 20:05:40,box: 1.03
2024-12-08 20:05:40,finger: 1.02
2024-12-08 20:05:42,rectangle: 1.25
2024-12-08 20:05:42,card: 1.22
2024-12-08 20:05:42,paint: 1.15
2024-12-08 20:05:42,folder: 1.09
2024-12-08 20:05:42,sheet: 1.08
2024-12-08 20:05:42,american flag: 1.06
2024-12-08 20:05:42,paint brush: 1.05
2024-12-08 20:05:42,triangle: 1.05
2024-12-08 20:05:42,box: 1.02
2024-12-08 20:05:42,paper: 1.02
2024-12-08 20:05:44,rectangle: 1.23
2024-12-08 20:05:44,card: 1.20
2024-12-08 20:05:44,paint: 1.15
2024-12-08 20:05:44,folder: 1.07
2024-12-08 20:05:44,american flag: 1.07
2024-12-08 20:05:44,sheet: 1.06
2024-12-08 20:05:44,paint brush: 1.05
2024-12-08 20:05:44,triangle: 1.03
2024-12-08 20:05:44,flag: 1.02
2024-12-08 20:05:44,box: 1.01
2024-12-08 20:05:46,rectangle: 1.22
2024-12-08 20:05:46,card: 1.18
2024-12-08 20:05:46,paint: 1.14
2024-12-08 20:05:46,american flag: 1.07
2024-12-08 20:05:46,folder: 1.06
2024-12-08 20:05:46,paint brush: 1.05
2024-12-08 20:05:46,sheet: 1.04
2024-12-08 20:05:46,flag: 1.02
2024-12-08 20:05:46,triangle: 1.01
2024-12-08 20:05:46,box: 1.00
2024-12-08 20:05:48,rectangle: 1.21
2024-12-08 20:05:48,card: 1.16
2024-12-08 20:05:48,paint: 1.14
2024-12-08 20:05:48,american flag: 1.08
2024-12-08 20:05:48,folder: 1.06
2024-12-08 20:05:48,paint brush: 1.04
2024-12-08 20:05:48,sheet: 1.04
2024-12-08 20:05:48,flag: 1.03
2024-12-08 20:05:48,triangle: 1.00
2024-12-08 20:05:48,paper: 1.00
2024-12-08 20:05:50,rectangle: 1.21
2024-12-08 20:05:50,paint: 1.15
2024-12-08 20:05:50,card: 1.15
2024-12-08 20:05:50,american flag: 1.09
2024-12-08 20:05:50,folder: 1.07
2024-12-08 20:05:50,paint brush: 1.04
2024-12-08 20:05:50,flag: 1.04
2024-12-08 20:05:50,sheet: 1.03
2024-12-08 20:05:50,paper: 1.01
2024-12-08 20:05:50,holepunch: 1.00
2024-12-08 20:05:52,rectangle: 1.21
2024-12-08 20:05:52,card: 1.17
2024-12-08 20:05:52,paint: 1.15
2024-12-08 20:05:52,folder: 1.07
2024-12-08 20:05:52,american flag: 1.06
2024-12-08 20:05:52,paint brush: 1.04
2024-12-08 20:05:52,sheet: 1.02
2024-12-08 20:05:52,flag: 1.02
2024-12-08 20:05:52,paper: 1.00
2024-12-08 20:05:52,notepad: 0.99
2024-12-08 20:05:54,rectangle: 1.21
2024-12-08 20:05:54,card: 1.16
2024-12-08 20:05:54,paint: 1.14
2024-12-08 20:05:54,folder: 1.07
